model,n_features,features,param,smote,feature_selection_method,fs_estimator,f2_mean,f2_std,precision_mean,recall_mean,training_time
DecisionTree,31,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD;canal_carte,max_depth=None,0.4,correlation,N/A,0.8273872246527786,0.0265762659560943,0.7952651255884002,0.8368421052631578,0.09702634811401367
RandomForest,31,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD;canal_carte,n_estimators=50,0.4,correlation,N/A,0.8661451128837273,0.03137745978166752,0.9937801350048217,0.8394736842105264,0.6516463756561279
RandomForest,31,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD;canal_carte,n_estimators=100,0.4,correlation,N/A,0.8660106860282302,0.03725373638857422,0.9940245261984393,0.8394736842105264,1.2209007740020752
KNN,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,k=3,0.1,correlation,N/A,0.6012469496557191,0.11598192630068672,0.4841871921182266,0.6421052631578947,0.13200950622558594
KNN,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,k=5,0.1,correlation,N/A,0.486543592614143,0.10567891941059468,0.516127216436814,0.4842105263157895,0.15291714668273926
KNN,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,k=7,0.1,correlation,N/A,0.31816874856709787,0.08655848609887505,0.4747052947052947,0.29473684210526313,0.13335466384887695
KNN,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,k=9,0.1,correlation,N/A,0.20623850303781274,0.08008305981552097,0.5817460317460317,0.1789473684210526,0.12955403327941895
DecisionTree,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,max_depth=3,0.1,correlation,N/A,0.10111992437941805,0.0752386871087429,0.6166666666666667,0.08421052631578947,0.08741307258605957
DecisionTree,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,max_depth=5,0.1,correlation,N/A,0.18497644721273412,0.06672896614307705,0.66,0.15789473684210525,0.082061767578125
DecisionTree,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,max_depth=7,0.1,correlation,N/A,0.20048373053443952,0.07827597079560727,0.40095238095238095,0.1789473684210526,0.08880138397216797
DecisionTree,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,max_depth=9,0.1,correlation,N/A,0.2765342601481907,0.07289321124819043,0.32414339473163,0.27368421052631575,0.08465886116027832
DecisionTree,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,max_depth=None,0.1,correlation,N/A,0.32788474979124727,0.10775383192318023,0.3005760555234239,0.3368421052631579,0.08691120147705078
RandomForest,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,n_estimators=50,0.1,correlation,N/A,0.1880684921746978,0.09204530424938917,1.0,0.15789473684210525,0.597205400466919
RandomForest,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,n_estimators=100,0.1,correlation,N/A,0.20040215007797596,0.08720175456481827,1.0,0.16842105263157897,1.0643045902252197
KNN,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,k=3,0.2,correlation,N/A,0.8116375065343251,0.036061700001140784,0.5606545044545965,0.9157894736842106,0.1436474323272705
KNN,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,k=5,0.2,correlation,N/A,0.8101113789619072,0.05624041455075938,0.5724959637357178,0.9052631578947368,0.14303016662597656
KNN,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,k=7,0.2,correlation,N/A,0.769984789963114,0.05428859038514769,0.5777662331602701,0.8421052631578947,0.13408255577087402
KNN,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,k=9,0.2,correlation,N/A,0.7544908952735623,0.06227751486399872,0.5761078433868901,0.8210526315789475,0.135237455368042
DecisionTree,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,max_depth=3,0.2,correlation,N/A,0.10869590834522498,0.05492052133085231,0.9333333333333333,0.08947368421052632,0.08894681930541992
DecisionTree,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,max_depth=5,0.2,correlation,N/A,0.23685292268414435,0.06125000170855142,0.7144817742643831,0.20526315789473681,0.0886836051940918
DecisionTree,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,max_depth=7,0.2,correlation,N/A,0.38922894182145235,0.09914396367552956,0.6483006535947713,0.3631578947368421,0.09584307670593262
DecisionTree,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,max_depth=9,0.2,correlation,N/A,0.46462738634302364,0.12251983399524766,0.5615648316192782,0.45789473684210524,0.0872354507446289
DecisionTree,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,max_depth=None,0.2,correlation,N/A,0.6351710076762631,0.042809874666105724,0.5750494338935483,0.6526315789473685,0.09047937393188477
RandomForest,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,n_estimators=50,0.2,correlation,N/A,0.5649161447220502,0.06728760435606582,1.0,0.5105263157894737,0.6325268745422363
RandomForest,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,n_estimators=100,0.2,correlation,N/A,0.5783101619174915,0.10909777180511572,0.9857142857142858,0.5263157894736843,1.0660181045532227
KNN,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,k=3,0.3,correlation,N/A,0.8602689537915037,0.021675558448032376,0.5755607659817548,0.982456140350877,0.14529156684875488
KNN,30,is_weekend;moyen_paiement_MasterCard;période_jour_Après-midi;jour_semaine;lieu_Rabat;type_transaction_virement;categorie_commerce_santé;devise_USD;lieu_Fès;moyen_paiement_Visa;type_transaction_retrait;categorie_commerce_mode;canal_en ligne;moyen_paiement_Cash;période_jour_Soir;device_utilise_Web;montant;mois;heure_num;période_jour_Matin;score_risque_client;lieu_Marrakech;categorie_commerce_électronique;categorie_commerce_voyage;lieu_Tanger;jour;device_utilise_Android;device_utilise_iOS;canal_guichet;devise_MAD,k=5,0.3,correlation,N/A,0.8472752195208384,0.021511861812870566,0.5516410891089109,0.9789473684210526,0.14165282249450684
